Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1997.0,Troy Davis,Iowa State,RB,67.9,181.0,8.88,30.5,,4.56,16.0,34.5,118.0,4.27,7.35,11.56
1997.0,Terry Day,Mississippi State,DE,76.4,266.0,10.0,34.5,,4.77,17.0,32.5,115.0,4.7,8.08,
1997.0,Allen Degraffenreid,Vanderbilt,OT,76.3,298.0,10.5,34.0,,5.22,27.0,30.0,108.0,,,
1997.0,Bryan Degraffenreid,Middle Tennessee State,DT,76.6,275.0,10.13,35.13,,5.11,23.0,31.5,110.0,4.5,8.42,
1997.0,Damon Denson,Michigan,OG,75.5,303.0,10.25,33.25,,,18.0,,,,,
1997.0,Koy Detmer,Colorado,QB,72.9,180.0,8.0,32.88,,5.14,,28.5,103.0,4.37,7.79,
1997.0,Kevin Devine,California,CB,69.4,184.0,8.75,31.0,,4.53,20.0,,,4.16,7.36,11.25
1997.0,Richard Dice,Arizona,WR,73.9,218.0,9.0,31.63,,,,,,,,
1997.0,Corey Dillon,Washington,RB,72.6,217.0,10.25,34.0,,,,,,,,
1997.0,Chris Dishman,Nebraska,OG,74.6,328.0,10.13,33.0,,5.52,22.0,27.0,93.0,,,
1997.0,Jim Druckenmiller,Virginia Tech,QB,76.6,234.0,11.25,33.25,,,,29.0,106.0,4.28,7.92,
1997.0,Warrick Dunn,Florida State,RB,68.0,176.0,8.5,30.75,,,,,,,,
1997.0,Marc Edwards,Notre Dame,FB,72.0,236.0,9.63,31.0,,4.72,25.0,34.0,106.0,4.07,7.48,11.49
1997.0,Myron Elzy,Central State (OH),DT,76.0,312.0,10.63,34.63,,5.18,24.0,27.5,103.0,4.61,8.3,
1997.0,Charles Emanuel,West Virginia,SS,71.3,203.0,9.88,31.88,,4.78,17.0,33.0,110.0,4.23,7.64,11.4
1997.0,Donnie Embra,Baylor,DT,74.9,286.0,9.88,34.63,,5.01,20.0,30.5,110.0,4.45,8.16,
1997.0,Bill Ennis-Inge,Iowa,DE,76.0,260.0,10.63,35.25,,5.0,26.0,32.0,,,,
1997.0,Terrell Farley,Nebraska,SS,71.6,198.0,9.5,32.13,,,6.0,,,,,
1997.0,Robert Farmer,Notre Dame,RB,70.6,213.0,10.0,32.63,,,,,,,,
1997.0,James Farrior,Virginia,OLB,73.8,234.0,9.25,32.63,,,22.0,35.5,120.0,4.4,7.62,11.84
1997.0,Danyell Ferguson,Miami (FL),RB,71.1,202.0,9.5,32.0,,,,,,,,
1997.0,Jason Ferguson,Georgia,DT,75.1,317.0,10.25,34.0,,5.39,,27.5,,,,
1997.0,John Fiala,Washington,ILB,74.0,232.0,9.25,32.13,,4.9,21.0,31.0,109.0,4.22,7.38,11.51
1997.0,Matt Finkes,Ohio State,DE,74.9,272.0,10.5,34.13,,4.94,15.0,28.5,99.0,4.29,7.66,
1997.0,Pat Fitzgerald,Northwestern,ILB,74.0,235.0,9.5,31.88,,,19.0,,,,,
1997.0,Pat Fitzgerald,Texas,TE,74.1,237.0,9.25,31.88,,5.0,19.0,29.5,107.0,4.25,7.58,12.04
1997.0,Todd Fordham,Florida State,OT,77.6,307.0,9.5,33.75,,,25.0,,,,,
1997.0,Lance Funderburk,Valdosta State (GA),QB,76.4,227.0,9.5,31.5,,5.23,,27.0,97.0,,,
1997.0,Rafael Garcia,Virginia,K,70.1,191.0,9.0,30.0,,,,,,,,
1997.0,Sam Garnes,Cincinnati,FS,75.1,225.0,9.75,32.63,,4.78,14.0,30.5,102.0,4.38,7.48,11.57
1997.0,Spencer George,Rice (TX),RB,69.0,198.0,9.88,31.88,,4.54,22.0,41.5,127.0,4.03,7.28,11.0
1997.0,Cory Gilliard,Ball State (IN),OLB,72.4,218.0,10.0,33.5,,4.55,16.0,,,,,
1997.0,Tarik Glenn,California,OT,77.3,354.0,9.5,33.63,,5.75,20.0,23.0,,,,
1997.0,Tony Gonzalez,California,TE,76.1,244.0,9.38,35.13,,4.83,,33.5,116.0,4.06,7.75,11.59
1997.0,Jay Graham,Tennessee,RB,71.6,215.0,9.75,32.0,,4.46,22.0,36.0,117.0,4.05,7.28,11.5
1997.0,Torrian Gray,Virginia Tech,SS,71.6,203.0,9.0,32.88,,4.5,22.0,,,,,
1997.0,Yatil Green,Miami (FL),WR,74.9,199.0,9.25,33.0,,4.41,,40.5,130.0,4.17,7.52,11.53
1997.0,Jay Hagood,Virginia Tech,OT,76.4,312.0,9.63,35.5,,5.4,16.0,29.0,105.0,5.11,8.79,
1997.0,John Hall,Wisconsin,K,74.9,226.0,9.0,33.0,,,,,,,,
1997.0,James Hamilton,North Carolina,OLB,76.9,236.0,9.38,35.88,,4.84,,35.0,125.0,4.43,7.52,11.82
1997.0,Michael Hamilton,North Carolina A&T,OLB,73.8,243.0,10.0,34.5,,4.72,18.0,32.0,112.0,4.82,8.32,12.53
1997.0,Byron Hanspard,Texas Tech,RB,70.5,198.0,8.88,31.0,,4.41,,,,,,
1997.0,Patrick Hape,Alabama,TE,75.9,253.0,9.25,33.38,,4.97,,33.0,112.0,4.15,7.71,11.83
1997.0,Jon Harris,Virginia,DE,79.6,269.0,10.88,38.5,,,19.0,35.0,114.0,,,
1997.0,Kenny Harris,North Carolina State,SS,73.9,204.0,9.5,32.25,,4.75,8.0,39.0,124.0,4.24,7.39,10.99
1997.0,Marcus Harris,Wyoming,WR,73.4,213.0,9.88,32.75,,4.68,,34.0,112.0,4.09,7.42,11.51
1997.0,June Henley,Kansas,RB,70.9,234.0,9.5,31.88,,,,,,,,
1997.0,Kim Herring,Penn State,FS,71.4,199.0,9.63,31.75,,4.6,11.0,32.0,116.0,4.11,7.12,
1997.0,Jon Hesse,Nebraska,ILB,75.9,249.0,9.0,33.5,,4.94,13.0,35.0,112.0,4.64,7.74,12.44
1997.0,Chris Hewitt,Cincinnati,SS,71.9,212.0,9.25,32.5,,4.78,10.0,,,,,
1997.0,Anthony Hicks,Middle Tennessee State,ILB,74.0,240.0,9.13,34.0,,4.98,28.0,34.0,114.0,4.34,7.73,12.13
1997.0,Van Hiles,Kentucky,CB,71.1,186.0,9.5,31.75,,4.78,10.0,35.0,116.0,4.26,7.24,12.43
1997.0,Ike Hilliard,Florida,WR,71.9,189.0,9.5,32.63,,,,,,,,
1997.0,Kenny Holmes,Miami (FL),DE,75.6,264.0,9.5,33.75,,4.71,,33.0,,,,
1997.0,Priest Holmes,Texas,RB,68.9,213.0,9.0,30.63,,4.73,18.0,33.0,115.0,4.14,7.4,11.38
1997.0,Ty Howard,Ohio State,CB,69.5,186.0,9.25,31.63,,,13.0,,,,,
1997.0,Jarrett Irons,Michigan,ILB,73.0,242.0,9.88,32.75,,4.91,25.0,30.0,107.0,4.53,7.97,12.54
1997.0,Hudhaifa Ismaeli,Northwestern,CB,71.0,191.0,8.88,32.75,,4.57,,33.0,114.0,4.15,7.21,11.6
1997.0,Waverly Jackson,Virginia Tech,DT,74.3,299.0,10.13,34.5,,5.08,32.0,30.5,104.0,,,
1997.0,Mitch Jacoby,Northern Illinois,TE,76.5,247.0,10.5,34.63,,4.96,21.0,32.5,112.0,4.5,7.81,11.56
1997.0,Edward Jasper,Texas A&M,DT,74.9,295.0,9.63,34.75,,5.34,,26.0,92.0,4.72,8.84,
1997.0,Kerry Jenkins,Troy (AL),OT,77.6,296.0,9.25,34.0,,5.39,15.0,24.5,102.0,4.92,8.32,
1997.0,Bryan Jennings,Virginia Tech,TE,75.8,258.0,9.63,33.88,,4.91,18.0,29.5,107.0,4.54,7.89,12.0
1997.0,Aj Johnson,Maryland,CB,69.5,170.0,8.5,31.63,,4.69,7.0,31.0,108.0,4.03,7.67,11.44
1997.0,Alonzo Johnson,Central State (OH),WR,71.1,183.0,9.5,32.0,,4.67,,33.0,116.0,4.28,7.46,11.49
1997.0,Leon Johnson,North Carolina,RB,71.8,209.0,9.5,32.5,,4.68,,34.0,118.0,4.31,7.82,12.18
1997.0,Damon Jones,Southern Illinois,TE,77.6,287.0,10.13,33.5,,4.86,19.0,33.5,116.0,4.44,7.68,12.31
1997.0,Freddie Jones,North Carolina,TE,76.6,260.0,9.75,33.75,,,,,,,,
1997.0,George Jones,San Diego State,RB,68.6,204.0,9.25,30.5,,4.58,,35.0,115.0,4.38,7.82,
1997.0,Greg Jones,Colorado,OLB,76.1,241.0,9.25,34.63,,4.82,19.0,38.0,129.0,4.19,7.48,11.29
1997.0,Walter Jones,Florida State,OT,76.9,301.0,9.88,34.5,,5.09,,30.5,108.0,4.73,8.23,
1997.0,Ndukwe Kalu,Rice (TX),DE,75.8,246.0,10.63,34.13,,4.92,23.0,39.0,121.0,4.13,7.55,
1997.0,Ben Kaufman,Texas Tech,OG,76.1,289.0,10.0,33.5,,5.6,13.0,23.0,99.0,,,
1997.0,Rob Kelly,Ohio State,FS,74.1,199.0,9.88,32.0,,4.62,,30.5,107.0,4.03,7.3,10.99
1997.0,Matt Keneley,Southern California,DT,76.4,286.0,9.13,33.63,,5.38,18.0,27.5,103.0,4.69,7.98,
1997.0,Joey Kent,Tennessee,WR,72.6,186.0,8.88,33.75,,,,,,,,
1997.0,Randy Kinder,Notre Dame,RB,72.9,207.0,10.38,33.25,,4.46,,31.0,120.0,4.17,7.4,11.06
1997.0,Sammy Knight,Southern California,OLB,71.8,203.0,9.0,31.5,,4.9,,31.5,108.0,4.31,7.25,11.91
1997.0,Tom Knight,Iowa,CB,71.3,196.0,9.5,31.75,,4.5,19.0,35.5,118.0,4.17,7.09,10.97
1997.0,Brian Knuckles,Western Illinois,RB,70.3,206.0,9.5,32.25,,4.65,3.0,34.0,113.0,4.3,7.64,11.65
1997.0,Tim Kohn,Iowa State,OT,77.3,313.0,9.25,34.13,,5.31,25.0,32.0,111.0,4.37,7.9,
1997.0,Eric Kresser,Marshall (WV),QB,74.3,220.0,9.88,33.5,,,,,,,,
1997.0,John Krueger,Duke,P,76.9,226.0,9.25,33.5,,,,,,,,
1997.0,Todd Kurz,Illinois State,P,76.1,228.0,9.0,34.25,,,,,,,,
1997.0,Paul Lacoste,Mississippi State,OLB,73.1,227.0,9.5,32.5,,4.74,17.0,32.0,116.0,4.3,7.46,11.76
1997.0,David Lafleur,Louisiana State,TE,79.1,280.0,11.5,34.5,,4.84,17.0,30.5,112.0,,,
1997.0,Fred Lane,Lane College (TN),RB,69.6,209.0,8.63,31.13,,4.75,19.0,31.0,116.0,4.18,7.39,11.5
1997.0,Kenard Lang,Miami (FL),DE,76.1,277.0,9.75,36.0,,4.83,20.0,33.5,112.0,4.59,8.14,
1997.0,Tony Lanier,Virginia State,WR,71.5,172.0,9.88,33.63,,4.67,,33.5,120.0,4.19,7.09,11.03
1997.0,Steve Lee,Indiana,FB,72.8,259.0,10.5,32.25,,4.83,25.0,33.5,109.0,4.37,7.79,11.78
1997.0,Matt Lepsis,Colorado,OT,77.1,261.0,10.13,33.88,,,,,,,,
1997.0,Ronald Leshinski,Army,TE,74.3,246.0,10.5,33.0,,4.87,14.0,31.5,108.0,4.29,7.51,12.01
1997.0,Chad Levitt,Cornell (NY),RB,73.1,233.0,9.13,31.5,,4.61,19.0,34.5,122.0,4.19,7.41,11.46
1997.0,Chad Lewis,Brigham Young,TE,77.4,248.0,9.5,33.25,,4.88,15.0,31.0,119.0,4.47,7.76,11.87
1997.0,Earl Little,Miami (FL),CB,71.8,183.0,9.75,31.75,,4.62,2.0,31.5,113.0,4.49,7.58,11.97
1997.0,Shea Little,Eastern Oregon,OT,78.1,292.0,10.13,33.25,,,,,,,,
1997.0,Kevin Lockett,Kansas State,WR,71.9,171.0,8.63,33.25,,4.57,,36.5,121.0,3.93,6.88,10.89
1997.0,Mike Logan,West Virginia,CB,71.8,207.0,9.5,32.63,,,,,,,,
1997.0,Ryan Longwell,California,P,71.6,192.0,8.25,30.0,,,,,,,,
1997.0,Nicholas Lopez,Texas Southern,DE,76.5,247.0,10.0,35.88,,4.94,18.0,31.0,106.0,4.69,7.84,
1997.0,Harold Lusk,Utah,FS,71.4,197.0,9.88,33.25,,4.76,12.0,36.0,110.0,4.45,7.3,11.87
1997.0,Pratt Lyons,Troy (AL),DE,76.6,278.0,10.5,35.63,,5.07,12.0,29.0,111.0,4.73,7.9,
1997.0,Tremain Mack,Miami (FL),SS,71.9,200.0,9.5,32.25,,4.54,,35.0,123.0,4.19,7.24,11.32
1997.0,Chad Mackey,Louisiana Tech,WR,72.9,205.0,9.25,32.0,,4.68,,34.0,115.0,3.99,7.06,11.29
1997.0,Sam Madison,Louisville,CB,71.1,181.0,8.5,31.88,,4.61,8.0,36.5,119.0,4.16,7.19,11.16
1997.0,Kris Mangum,Mississippi,TE,76.5,249.0,9.5,32.38,,4.92,27.0,32.0,112.0,4.29,7.63,11.86
1997.0,Brian Manning,Stanford,WR,71.1,181.0,9.5,31.5,,4.59,,34.5,120.0,4.12,7.31,11.53
1997.0,Roderick Manuel,Oklahoma,DE,77.6,281.0,9.75,35.0,,5.09,7.0,28.5,102.0,4.59,8.04,
1997.0,Jason Martin,Louisiana Tech,QB,74.4,234.0,9.5,33.63,,5.01,,29.0,101.0,4.47,7.81,
1997.0,Derrick Mason,Michigan State,WR,70.8,193.0,10.0,32.25,,4.55,,32.0,113.0,4.46,7.33,11.65
1997.0,Brad Maynard,Ball State (IN),P,73.1,184.0,9.0,30.13,,,,,,,,
1997.0,Dexter Mccleon,Clemson,CB,70.4,198.0,9.0,32.5,,4.53,14.0,35.0,117.0,4.14,7.3,11.68
1997.0,Tyrus Mccloud,Louisville,ILB,73.6,251.0,9.5,33.5,,5.02,35.0,,110.0,,,
1997.0,Tony Mccombs,Eastern Kentucky,ILB,74.1,240.0,9.5,32.25,,4.75,20.0,34.0,,,,
1997.0,George Mccullough,Baylor,CB,70.0,187.0,9.25,31.63,,4.5,8.0,36.5,114.0,4.07,7.24,11.27
1997.0,Tim Mctyer,Brigham Young,CB,71.0,181.0,9.0,31.0,,4.58,7.0,31.0,108.0,4.35,7.49,11.84
1997.0,Adam Meadows,Georgia,OT,76.9,297.0,9.75,33.5,,5.04,,30.0,107.0,4.47,7.72,
1997.0,Frank Middleton,Arizona,OG,75.3,324.0,10.25,34.88,,5.21,22.0,27.0,106.0,4.85,8.33,
1997.0,Itula Mili,Brigham Young,TE,75.9,262.0,9.63,34.0,,,16.0,,,,,
1997.0,Brian Miller,Penn State,CB,69.4,191.0,9.75,30.63,,,14.0,,,,,
1997.0,Chris Miller,Southern California,WR,70.1,192.0,9.63,32.5,,4.58,,31.5,115.0,4.32,7.4,11.69
1997.0,Mike Minter,Nebraska,FS,70.1,188.0,9.0,31.38,,4.5,11.0,36.0,122.0,4.0,7.23,10.97
1997.0,Brandon Mitchell,Texas A&M,DE,74.9,289.0,9.63,35.63,,4.92,16.0,32.5,115.0,4.36,7.67,
1997.0,Jeff Mitchell,Florida,C,76.3,307.0,10.5,33.75,,,33.0,,,,,
1997.0,Keith Mitchell,Texas A&M,OLB,74.5,240.0,9.63,34.13,,4.73,22.0,35.5,,,,
1997.0,Shon Mitchell,Texas,RB,70.4,194.0,9.63,32.25,,4.62,,31.0,120.0,4.17,7.56,11.7
1997.0,Delmonico Montgomery,Houston,CB,71.5,189.0,9.0,32.25,,4.61,,32.5,112.0,4.09,7.18,11.33
1997.0,Pete Monty,Wisconsin,ILB,73.9,253.0,9.25,32.0,,4.84,26.0,32.5,109.0,4.29,7.41,11.85
1997.0,Larry Moore,Brigham Young,OG,74.6,292.0,10.25,33.75,,5.52,21.0,27.5,105.0,4.84,8.61,
1997.0,Beau Morgan,Air Force,RB,70.1,192.0,9.13,29.75,,4.61,,36.5,125.0,3.97,7.16,11.21
1997.0,Chris Naeole,Colorado,OG,75.0,313.0,10.63,34.63,,,,,,,,
1997.0,Jamie Nails,Florida A&M,OT,78.1,387.0,10.75,36.25,,5.77,37.0,21.5,93.0,5.4,9.18,
1997.0,Ray Nealy,Arkansas-Pine Bluff,RB,71.5,219.0,8.5,31.88,,4.61,9.0,34.5,114.0,4.48,7.6,12.11
1997.0,Dan Neil,Texas,OG,74.4,291.0,10.0,32.5,,,25.0,,,,,
1997.0,Brian Newnam,Tulsa (OK),OG,75.4,291.0,10.25,33.0,,5.35,31.0,29.0,109.0,4.75,8.4,
1997.0,Brad Otton,Southern California,QB,78.1,224.0,10.13,33.63,,5.0,,31.5,112.0,4.39,7.54,
1997.0,Orlando Pace,Ohio State,OT,78.9,334.0,10.75,36.25,,,,,,,,
1997.0,Daniel Palmer,Air Force,C,76.3,290.0,10.25,35.0,,5.05,21.0,33.5,127.0,4.62,8.2,
1997.0,Jason Parker,Tennessee,FS,71.8,192.0,9.13,30.63,,4.82,21.0,34.0,117.0,4.5,7.82,12.19
1997.0,Nathan Parks,Stanford,OG,77.4,307.0,10.75,34.88,,5.44,,24.5,99.0,4.56,8.0,
1997.0,Rod Payne,Michigan,C,75.5,303.0,9.63,35.0,,5.64,28.0,24.0,,,,
1997.0,Seth Payne,Cornell (NY),DT,75.9,301.0,9.63,34.13,,5.13,25.0,33.0,114.0,4.52,8.0,
1997.0,Pearce Pegross,Baylor,WR,69.4,170.0,9.88,31.88,,4.63,,31.5,116.0,4.29,7.34,11.32
1997.0,Harvey Pennypacker,Syracuse,C,75.5,287.0,10.13,32.5,,,26.0,,,,,
1997.0,Todd Perkins,Texas A&M-Kingsville,OT,75.5,292.0,9.5,34.0,,5.38,27.0,28.5,101.0,4.77,8.73,
1997.0,Ed Perry,James Madison (VA),TE,76.4,246.0,10.0,35.13,,4.84,,33.5,118.0,4.07,7.27,11.5
1997.0,Nathan Perryman,Georgia Tech,CB,68.6,189.0,9.5,31.25,,4.66,,30.5,113.0,4.15,7.27,11.15
1997.0,Tyrell Peters,Oklahoma,ILB,72.3,230.0,9.25,31.38,,4.73,,30.5,111.0,4.23,7.51,11.3
1997.0,Ryan Phillips,Idaho,OLB,75.9,251.0,10.13,33.0,,,21.0,32.0,115.0,4.11,7.44,11.51
1997.0,Jake Plummer,Arizona State,QB,74.3,195.0,9.25,33.0,,4.96,,30.0,111.0,4.29,7.3,
1997.0,Keith Poole,Arizona State,WR,72.8,188.0,9.25,30.63,,4.57,,31.0,115.0,4.28,7.3,11.51
1997.0,Juan Porter,Ohio State,C,75.5,302.0,10.5,36.0,,5.33,,26.5,88.0,4.74,8.63,
1997.0,Noel Prefontaine,San Diego State,P,71.1,203.0,9.75,30.0,,,,,,,,
1997.0,Trevor Pryce,Clemson,DT,77.8,282.0,10.13,36.25,,5.01,17.0,29.5,110.0,4.61,7.93,
1997.0,Dan Pulsipher,Utah,K,72.4,175.0,9.0,33.0,,,,,,,,
1997.0,Andre Purvis,North Carolina,DT,76.5,304.0,10.88,33.0,,5.14,33.0,26.5,103.0,4.99,9.16,
1997.0,Tony Ramirez,Northern Colorado,OT,77.9,296.0,9.63,35.0,,,29.0,,,,,
1997.0,Sean Reali,Syracuse,P,70.6,202.0,9.75,31.0,,,,,,,,
1997.0,Scott Rehberg,Central Michigan,OG,79.8,324.0,10.75,35.88,,,26.0,,,,,
1997.0,Wally Richardson,Penn State,QB,76.4,221.0,10.25,33.63,,4.95,,31.0,109.0,4.47,7.97,
1997.0,Brian Roberson,Frenso State (CA),WR,68.8,161.0,9.25,31.25,,4.65,,30.5,115.0,4.14,7.36,11.67
1997.0,Bryan Robinson,Frenso State (CA),DE,76.0,283.0,9.25,35.25,,5.12,20.0,29.5,113.0,4.48,8.01,
1997.0,Damien Robinson,Iowa,FS,73.9,210.0,10.25,33.25,,4.78,9.0,31.5,113.0,4.12,7.33,11.99
